market,product,s,p,x,w,marginal_cost,satellite,wired
13,4,0.0884729626739754,2.3339941588082,0.173999331072479,0.632693871451233,1.74925343113777,0,1
14,1,0.0364757187324705,2.91366130316793,0.751629056591275,1.53836358801599,2.38490017943126,1,0
14,2,0.243305595424208,2.73684023281148,0.887296992757254,0.108733757596266,1.95212198887141,1,0
14,3,0.37119423551307,3.35307946435595,1.99741373388409,0.864814897070758,2.45735110825544,0,1
14,4,0.142441718032643,2.52016033769979,0.45536672234928,0.628558194189149,1.91809195639446,0,1
15,1,0.149620821350277,2.6793833335552,0.277975085155337,0.468351598166099,2.05200023439571,1,0
15,2,0.20156839934877,2.6426288861857,0.238716819750682,1.13885696475289,1.95436464912906,1,0
15,3,0.0448757535787573,3.0131993189512,0.927508823680672,1.54656060462082,2.48261011913034,0,1
15,4,0.363469143852159,2.8825609922304,1.43577886180154,0.025326160634408,1.94454937152076,0,1
16,1,0.10390851516955,2.96010038711148,1.12265421625967,0.71663302769885,2.39369441435967,1,0
16,2,0.488969691692459,2.69942703458691,0.850890302293807,0.319855338558353,1.58405399128763,1,0
16,3,0.179072101444589,2.47962134370397,0.19642414887758,0.619364751207047,1.76727062723308,0,1
16,4,0.0244175732822395,2.2246532370559,0.529590169612876,0.975476335713031,1.70346863699559,0,1
17,1,0.317281446384795,2.55094596836786,1.17260886019801,0.230438944862016,1.73991789079203,1,0
17,2,0.182709225983332,2.57378723706707,1.72700883321405,1.0065481340292,1.93206769302924,1,0
17,3,0.290728216485096,2.31942152810463,1.79026621898744,0.65272192246535,1.47897249884775,0,1
17,4,0.0520221153861368,2.64868223394956,0.152151396071861,1.01497226020659,2.1096099866807,0,1
18,1,0.223764232388152,2.44178782327594,0.048876767973659,0.38686369131377,1.69370902111487,1,0
18,2,0.0801929139658971,2.92089256222295,2.63250764609541,0.851612042829978,2.35345348347715,1,0
18,3,0.297320383795811,2.66143893956118,0.58319774918996,0.350356614408586,1.89745551873777,0,1
18,4,0.271392879176648,2.87081940960425,1.97326132409618,0.301907306658092,2.14046093701829,0,1
19,1,0.472321889700729,2.95263636320622,0.704140337217957,0.50870846650783,1.81890199464765,1,0
19,2,0.0490359956379203,2.87311178988489,0.743611327809965,2.03878604469939,2.34231059075945,1,0
19,3,0.268133910523524,2.66960771307444,0.650333599101656,0.315781872662742,1.84445437165234,0,1
19,4,0.0224062470639564,2.75519612545101,0.658878760701195,1.1310543674245,2.23816876159421,0,1
20,1,0.419275179697766,2.62040004680773,0.680758638017183,0.809396597344662,1.6974137369385,1,0
20,2,0.239020152614647,2.90643694019776,0.952351111335292,1.39598222358437,2.22961254712391,1,0
20,3,0.0701227123345466,3.33749561069753,1.2450301486185,1.41119312519735,2.76496504792857,0,1
20,4,0.0962591624577699,2.61178255524893,0.828452648882737,0.639451578125384,2.00652668781415,0,1
21,1,0.0510535517942342,2.15244282554729,0.130006761402136,0.463215859683372,1.61312981780708,1,0
21,2,0.229222651451259,2.60388806391629,1.15633016538051,0.882994997402491,1.86062971199122,1,0
21,3,0.12605967304974,2.21398981986315,0.161106626019968,0.183980050914444,1.61106294715453,0,1
21,4,0.202276938027325,3.03619654137905,1.23170354306709,0.794958784716343,2.34756054894543,0,1
22,1,0.177154499013528,3.23496099369647,1.10970808177014,1.58317836100403,2.55788359671861,1,0
22,2,0.0759118178640185,2.59306061234171,0.345861674157838,0.580806129900227,2.02995445945351,1,0
22,3,0.325643159023679,3.11796634866482,0.725490691457639,0.596546581983446,2.2374437556935,0,1
22,4,0.0222617517444551,3.28517442683402,0.151085950935197,1.47913745549668,2.76995309033984,0,1
23,1,0.143729215549268,2.69624662886708,2.05850086898135,1.26276162796841,2.0996398709244,1,0
23,2,0.431689723448837,2.67962125770462,1.44495717206043,0.595755686765138,1.70620256154164,1,0
23,3,0.0415327073005925,2.83824639370506,0.274480218132268,1.3434200966493,2.29133311224735,0,1
23,4,0.0508812874617927,3.21995642590529,0.144956274656509,1.68068071887634,2.66124364108318,0,1
24,1,0.100989901345922,2.37154832678532,0.140655531724984,0.304992512785019,1.79247318091013,1,0
24,2,0.220498211736583,3.03794018498153,1.48276130575666,1.12552538199284,2.32553836339802,1,0
24,3,0.0909191690379358,3.24881199850192,0.124836065396146,1.00097515418795,2.66943264412568,0,1
24,4,0.140093975128677,1.96406087722371,0.300296912049029,0.0589754749151921,1.33025802835316,0,1
25,1,0.228896377498574,2.37535425757832,0.534616652198382,0.333676634814215,1.66921548549992,1,0
25,2,0.188886222733552,2.28366786071928,0.49463129762884,0.187725488793352,1.62499535458776,1,0
25,3,0.250053445898726,2.49418607979331,0.0396426273274589,0.707530081680361,1.7381387520269,0,1
25,4,0.104765722216817,2.38547288280321,0.531111479264658,0.358304019532621,1.80279576475493,0,1
26,1,0.0430214476358933,2.21405853149446,0.823516726518704,0.421503008938672,1.68307765027773,1,0
26,2,0.285269518390486,2.43309737700093,0.295159338034633,1.0380420431511,1.61758373921435,1,0
26,3,0.145673370981657,3.1447739661486,0.63973303753229,1.50048061976527,2.51665721698024,0,1
26,4,0.153982238084197,2.46348681325442,0.300715141684049,0.339249854254092,1.82605308312856,0,1
27,1,0.0115174085045915,2.88612283672081,0.263033982230645,0.898379755642647,2.37396312963538,1,0
27,2,0.10648274841093,3.00064972534983,1.04786224591943,1.34246054657364,2.36005038985987,1,0
27,3,0.38088828562181,2.62896174389227,2.03465321892986,0.327858920450055,1.78684015552883,0,1
27,4,0.339242613100281,2.68011164899334,1.50662404051982,0.102197913003283,1.89660830217416,0,1
28,1,0.191258137765119,2.66482076489537,0.0696018363603779,0.385927146861621,2.00614549328115,1,0
28,2,0.218891897297155,2.57255850026505,0.231168508634999,0.123512925286392,1.88223016386233,1,0
28,3,0.0751077855602003,2.42585389504308,0.558897599388836,0.422608450965959,1.86193727150859,0,1
28,4,0.167909723588209,3.09359086631804,0.616992709956802,1.60058413931274,2.42388694182,0,1
29,1,0.302071895207867,2.53791425933942,1.99180191472057,0.606090117308301,1.77151938450587,1,0
29,2,0.262321002160415,3.08590392511574,1.14401684592874,0.858147790153634,2.36972217966667,1,0
29,3,0.114689940120177,2.56695031313928,0.355779410672021,0.873192571887215,1.95861113143429,0,1
29,4,0.135855846092227,2.72132301800815,0.714400058203048,0.461803035391538,2.08764440641103,0,1
30,1,0.102342204160535,2.36515560620869,1.12910954273777,0.637811527522779,1.74887052263543,1,0
30,2,0.0449645189086772,2.59447726951647,0.444960875475881,1.40542792339272,2.04928130799301,1,0
30,3,0.247957233347442,2.37858166697597,1.32441739035745,0.25660425262195,1.68635031239468,0,1
30,4,0.356206338061909,2.79668196470373,0.834522825751897,0.617623540241725,1.96483321718087,0,1
31,1,0.158207621879304,2.42098569082203,1.09321743652488,0.227793843711254,1.81471695956103,1,0
31,2,0.453063789483518,2.78647935214714,0.429237403893111,0.0144570974007778,1.78253923486033,1,0
31,3,0.0264794415990829,2.64585718053276,0.0206222292289781,1.05387207492976,2.11651153406787,0,1
31,4,0.0659255916739818,2.63046946140685,0.179047539276805,1.62733903509555,2.05040759822223,0,1
32,1,0.0578889484378456,2.61366407551067,0.407966690317779,0.720449424080687,2.06552925928024,1,0
32,2,0.177807994459892,2.30390912623473,0.0253793014557843,0.545575680865128,1.61922621468048,1,0
32,3,0.0797020685355939,2.93187563730859,1.16812642718924,1.07547944244412,2.37462762220471,0,1
32,4,0.302156736490635,2.62087635294046,0.293346436715331,0.223655476773407,1.80190757354458,0,1
33,1,0.144037292090907,2.43574204747304,0.587559463498313,0.0578393567246293,1.82377605028207,1,0
33,2,0.278403625172259,2.41506964197574,1.0692521723823,0.0981120890176681,1.64151491702528,1,0
33,3,0.0278388539326843,2.82200430551554,0.607357120914811,1.44825998440898,2.30232386881569,0,1
33,4,0.322787530998952,2.63331547445905,0.655101630091572,0.242420207917438,1.74190382150633,0,1
34,1,0.201800263051386,2.67310173754196,0.821111859737407,1.01128638626024,1.97766405444392,1,0
34,2,0.093371048812802,2.20041092668503,0.456571640834288,0.0175966291792284,1.62567848466851,1,0
34,3,0.176210237635138,2.58222053823172,0.0128416593054387,0.614687715561384,1.9115003453775,0,1
34,4,0.0881300927829049,2.54059987741433,0.117420548335933,1.29503270099671,1.96766369968479,0,1
35,1,0.136253956115461,2.35014346374068,0.907934699241847,0.428251372732744,1.75964272775362,1,0
35,2,0.451691775705717,3.25601173507632,1.11000382848242,1.03428012006976,2.23962150468831,1,0
35,3,0.109387672169304,2.66874755979631,0.250936878426421,0.683645666438561,2.04553636558412,0,1
35,4,0.0429895318703788,2.48113651502092,1.97352809039938,0.749241651724491,1.93901055101076,0,1
36,1,0.131624510758013,2.33811640028735,0.127038606349588,0.193770942237221,1.73872911260584,1,0
36,2,0.322618219287609,2.68424801578427,1.65182870430573,0.628717129629501,1.84189825914987,1,0
36,3,0.371517111015732,2.93384610759734,0.969113640406662,1.04794090296014,1.95957578712043,0,1
36,4,0.037830045962192,2.95927614039547,0.974533231961422,1.1686553865313,2.43319940108368,0,1
37,1,0.254397601600794,2.35391135060667,0.0428929778975765,0.0324641118561838,1.6264417590588,1,0
37,2,0.215310737551211,2.49056431984813,1.11425467962836,0.404901407269793,1.8106231004372,1,0
37,3,0.113854212807593,2.55890670786393,0.30331195336701,1.46091767161603,1.96501402257026,0,1
37,4,0.224386133950677,2.6715589902522,0.552947651207812,0.71429342693586,1.94525963222675,0,1
38,1,0.327139557876381,2.9856025345748,1.19520647042577,1.07415455414373,2.15671844587366,1,0
38,2,0.177726337323809,2.55140873014787,0.424865175188582,0.802371216259799,1.91401305516529,1,0
38,3,0.366356095313561,2.5925323972285,0.655267139665184,0.106958230099858,1.59426253721065,0,1
38,4,0.00603807760876064,3.00942022750809,1.07382112975227,1.14956738950403,2.50527236400372,0,1
39,1,0.310215260862625,2.97302391939939,1.08919223650205,1.19882598973803,2.21664995236727,1,0
39,2,0.353771517552407,3.20371369873521,0.318479885539619,0.763807156156157,2.388662473778,1,0
39,3,0.0835353937084318,2.53024783720523,0.857447324947049,0.333310370005277,1.9439434475699,0,1
39,4,0.0988858311321991,3.10735754899432,0.351996769280441,1.45037475149102,2.50184545079208,0,1
40,1,0.147515852786994,2.65317383928698,0.312280694434521,1.16243321340069,2.00459845137538,1,0
40,2,0.0673286718086112,2.90492485244758,0.098489648944743,1.75961293587004,2.34654196666411,1,0
40,3,0.138053180942001,2.3847143590481,0.290983583023627,0.194509270110642,1.77506594679508,0,1
40,4,0.227243807539954,2.28825985762141,1.04182477574096,0.297783274696659,1.57796920231541,0,1
41,1,0.0735973625920648,3.15506161030891,0.0459937666619196,1.30512922116238,2.60406365693706,1,0
41,2,0.326565387646831,3.15317109905231,1.2590274729358,1.31518008174595,2.30472596050819,1,0
41,3,0.114259466043995,2.98028579656407,0.0827812044442989,0.6525788149475,2.35914434610679,0,1
41,4,0.0414829506369478,4.01770737038933,0.590351151685933,1.83661114423941,3.4796054528872,0,1
42,1,0.0615788360878593,2.58975159791137,0.652722613401543,1.06846647571752,2.03802208935752,1,0
42,2,0.164198894411297,2.59709509786818,0.257408211140715,0.422840228773344,1.93042376238769,1,0
42,3,0.0907850865312211,3.1542567013848,0.827844692804802,1.47491837971606,2.585175492392,0,1
42,4,0.244602171356438,2.89445644808486,1.26843989879875,0.464740429947891,2.15144094991898,0,1
43,1,0.226835631837861,2.84318677925279,1.65349263659697,0.982083465583142,2.16262608590414,1,0
43,2,0.301807645479333,2.4492497377788,0.824293327671809,0.118307690254848,1.67645273434359,1,0
43,3,0.150175968984011,2.17943209394407,0.215199005610929,0.0620263861899982,1.52628219951463,0,1
43,4,0.087475967341189,2.87495931941462,0.0204776647071165,0.416279250424194,2.29586644065238,0,1
44,1,0.0474310668332411,2.17927673697539,0.310270965480046,0.860888491074712,1.64950050997952,1,0
44,2,0.466228099979116,3.01608339066248,1.06062421894714,0.576005728308136,1.89897592855303,1,0
44,3,0.0968167734730859,2.63599997456752,1.61193635690363,1.22091119465961,2.05133588854582,0,1
44,4,0.17488480488709,3.4433985195061,1.34131625877434,2.00767401732439,2.76629081292321,0,1
45,1,0.449261510487864,2.64026268292254,0.574872884002482,0.081744927167929,1.52667148158874,1,0
45,2,0.0166085876897357,2.98300522675777,0.725505461365908,0.788614207390695,2.47259242686287,1,0
45,3,0.112933069877809,3.81810710999095,2.94987178428323,2.34738248877123,3.22272551861781,0,1
45,4,0.20039135623361,2.78008229707176,0.222474087449441,1.20833433161434,2.08150892344757,0,1
46,1,0.0587683031721992,2.84878099305279,0.523232154380119,1.8451908393036,2.30796534410824,1,0
46,2,0.328179769196044,2.54815849772143,0.707931887106341,0.264917112495371,1.68392770269459,1,0
46,3,0.19070412610941,2.66777261382974,1.88010634326583,0.630115626366462,1.97224464611318,0,1
46,4,0.068888039856389,2.69901321721862,0.106397594203637,0.460690015413864,2.1424991826669,0,1
47,1,0.0876907859193005,2.8383544665628,0.0599182013481885,1.50342038213375,2.22917436882395,1,0
47,2,0.025278564065856,2.65656942622375,0.144048750509615,0.166466198021097,2.12932984937971,1,0
47,3,0.394489101835349,2.93738316164806,0.757261697422699,0.422848197763899,2.06562583364502,0,1
47,4,0.287336974799943,2.99422147457942,1.40419031178976,0.786063559931139,2.26893897044044,0,1
48,1,0.0595796544158902,3.41225591996199,0.0210075354337069,2.48852743080384,2.8515675432574,1,0
48,2,0.090655177200095,3.16920322197926,0.973715576881434,2.34502321435256,2.57062428895235,1,0
48,3,0.211564774487646,2.52784142614981,0.634728634060444,0.180887564900774,1.87007840219184,0,1
48,4,0.367158104071795,3.2081142894161,2.03629655316149,0.901634040871823,2.35159138230348,0,1
49,1,0.157035740787141,2.25112600702405,0.723653214316312,0.692526021320325,1.55454253140303,1,0
49,2,0.0178311747417537,3.83906555465606,0.0559444258531401,1.89663701960685,3.32251309882108,1,0
49,3,0.35945785215278,2.00151328927462,2.23650826580299,0.127099437362762,1.17513625852976,0,1
49,4,0.296323739576057,2.8628313307991,2.48310511270667,0.768715581950775,2.12145098928077,0,1
50,1,0.105285419474082,3.15656551906759,0.994479836178391,1.52033934327632,2.55162051467107,1,0
50,2,0.126727357249983,3.26257035306858,0.492346553150489,1.33156143483864,2.63061418781083,1,0
50,3,0.237915890620538,2.13137450029831,0.677129117027189,0.457625390723158,1.45104950863812,0,1
50,4,0.402127022938872,2.91373809675038,0.393625324430424,0.513157982499119,2.00794206627184,0,1
51,1,0.225113359323092,2.83357333056088,0.199867234998128,0.56796750211396,2.0601066479013,1,0
51,2,0.00511307845745342,3.69208068628436,0.502545254666909,2.62587763955897,3.18803279236104,1,0
51,3,0.267191359862591,2.25090573117024,0.519814270578053,0.623076067904706,1.51681226989651,0,1
51,4,0.229780191446218,2.24362648938832,1.05513659065903,0.219160653899728,1.55469527322233,0,1
52,1,0.109002616796752,2.47539302956542,0.347027822807086,0.0886811291310934,1.89250090784181,1,0
52,2,0.269542574154035,2.07544358361282,1.07525797722939,0.000342472147151789,1.30426420531495,1,0
52,3,0.233103008233069,2.43064419197789,0.0776550413999491,1.0956475467052,1.6923279780109,0,1
52,4,0.087375595821353,2.23151469229783,0.651154342417501,0.275143450971411,1.66269526495369,0,1
53,1,0.0252312105819616,2.39468312495197,0.834095065661454,0.333540775490231,1.87871470834662,1,0
53,2,0.435472432417014,3.124214424543,1.25804225002658,0.107412294687636,2.05131993827133,1,0
53,3,0.23648500949208,2.13232963137262,0.825038762653747,0.186656775348593,1.37271453503064,0,1
53,4,0.0562234174676561,3.84744003249892,0.435595444256836,1.64377150706938,3.30321999779545,0,1
54,1,0.121840231719322,2.30023083026346,1.52988221249492,0.578854149910313,1.70728790312549,1,0
54,2,0.29188254053764,2.60839027732683,1.49297171304439,0.0080054312303214,1.80774169016439,1,0
54,3,0.315890297485669,2.97575430846102,1.1205690307062,1.1814808095237,2.1166662469742,0,1
54,4,0.0676747043416784,2.53705785862101,1.28520823436664,0.678266250489179,1.98788076440339,0,1
55,1,0.133833411253451,2.07582749111275,0.0119223793666472,0.163795855729233,1.46773792237018,1,0
55,2,0.208711728985998,2.14028072806345,0.372910426410749,0.140564613848128,1.44852068936407,1,0
55,3,0.0627355645383662,2.71885561354245,0.122163599186947,0.386938795071383,2.16704306789408,0,1
55,4,0.176779279656824,3.38682194869999,0.150213367683698,1.48860949103117,2.7069335944389,0,1
56,1,0.0567878248413429,2.48424726486527,0.398671992491547,0.269165410758008,1.93204679907247,1,0
56,2,0.128152357063164,2.5730573068656,0.157479547884347,1.18492733798134,1.93746943047375,1,0
56,3,0.251040740042348,3.0649567088085,1.94533707765883,1.01348118369913,2.34989244707469,0,1
56,4,0.231193439499386,2.62967589932142,0.160819359448959,0.345458004978349,1.93812888786998,0,1
57,1,0.0818764120156368,2.68554388902102,0.0704153139057291,0.855759582087002,2.11160008702693,1,0
57,2,0.130618786896503,2.3295296082351,0.0773429033210805,0.592497104156848,1.70017698924665,1,0
57,3,0.231347593290916,3.3005955700111,0.988362699499806,1.44656213577428,2.59577459209753,0,1
57,4,0.182326356927651,2.98160844242097,1.51375863443316,1.54654749553771,2.33308000355734,0,1
58,1,0.0331435627308463,3.44756998809694,0.601359843881131,2.07485622665075,2.92186865233397,1,0
58,2,0.245568536757618,2.8300681370571,0.257545945939747,1.38068758134306,2.04607445822632,1,0
58,3,0.368807945744236,2.54190903283256,1.22438538128579,0.0984901260055401,1.63333197675666,0,1
58,4,0.102490159693688,2.62746660937761,0.161990769974966,0.956413629126857,2.05605777760313,0,1
59,1,0.072736779634823,3.02645557857954,0.218495462278797,0.925845864287955,2.46740277177991,1,0
59,2,0.18949341590332,2.63797351151488,0.376423588722638,0.838728583550592,1.94813908343877,1,0
59,3,0.0513399307930677,3.42173887404251,0.315117614832637,1.21728073293652,2.88389674764816,0,1
59,4,0.261258631141173,2.65697782367573,0.68223512694434,0.822378750667808,1.87811338713706,0,1
60,1,0.140832628434757,2.83615240854976,0.236595501860209,1.90435779127418,2.23404412913798,1,0
60,2,0.328726469681558,2.78647239566565,0.136823618948169,0.30587423629278,1.95888620779508,1,0
60,3,0.0526325201148501,2.59360275036541,0.131122855661501,1.23200347970807,2.04688214193312,0,1
60,4,0.144426302535425,3.12354897967711,0.484517544998582,1.87245817496444,2.47037345719093,0,1
61,1,0.197409517773727,2.87940676576358,1.112915127616,0.635338733866089,2.22139869563207,1,0
61,2,0.282687406893864,2.88619619147201,0.653823170914733,0.270900317647183,2.12416335490695,1,0
61,3,0.258768034444391,2.37869298439776,0.922585422453901,0.357918034047249,1.58808586911465,0,1
61,4,0.056589542619096,2.6149481565486,0.0444719203914545,1.18582888580127,2.07124369913906,0,1
62,1,0.0490718509157742,3.06842321079008,0.987421149395455,1.87015838792933,2.53660409650505,1,0
62,2,0.426772961184465,2.66080877804083,0.335768542377534,0.060785904550875,1.61835941983045,1,0
62,3,0.128859734705137,2.24823963423899,0.407369085480355,0.315700054170456,1.63623532784424,0,1
62,4,0.185585873246823,2.37975163389272,0.53481116323028,0.954899796988468,1.70079176562811,0,1
63,1,0.0819572089393908,2.60484154086821,1.44786401312549,1.14546193848128,2.03094332842051,1,0
63,2,0.142327160083454,2.8460343797,1.12934492850217,0.975708454860259,2.20202145152057,1,0
63,3,0.0320234624599777,3.11735916224772,0.264011434380507,1.95405205583343,2.59718113293574,0,1
63,4,0.438807494074232,2.73091436726986,0.337547843522416,0.215424857788577,1.66360427973425,0,1
64,1,0.192213091637884,2.75106781950161,0.349112412179829,0.885435444170508,2.07289117610635,1,0
64,2,0.162481499037426,2.60685781337817,0.0376828117706237,0.277768209440347,1.96411024475566,1,0
64,3,0.0351286168578881,2.59636018601612,0.0912835539416647,1.30768999356293,2.0733980852182,0,1
64,4,0.415415330878555,2.66212736215881,1.94852696812301,0.215958394156016,1.62213494237213,0,1
65,1,0.147118966570188,2.70323893376641,0.180822010712195,0.875533900687168,2.07687619626725,1,0
65,2,0.200879533104646,2.97610455279309,1.75569401653616,1.93184106588039,2.28601182707865,1,0
65,3,0.0297460890086064,2.91571101644353,0.680687428865753,0.56028484440506,2.39630667319141,0,1
65,4,0.411399253424495,2.65768619874331,1.27845501649895,0.414164333478325,1.62315298031943,0,1
66,1,0.128627670570554,2.82402163822159,0.560241851130579,0.788390456341582,2.20151358879943,1,0
66,2,0.0851836710575786,2.42737983993741,0.0997203693834034,0.332290606474839,1.85245050175292,1,0
66,3,0.124259817849389,2.59908879726602,0.231969495130984,0.506910722681421,1.99103843935462,0,1
66,4,0.140033203982944,2.7307660455315,1.59511082920805,0.415046268850245,2.10556640412217,0,1
67,1,0.188974124304924,2.48058775307369,0.163877591582529,0.0313446839741886,1.79168527052861,1,0
67,2,0.0923372445060227,2.94569342295043,0.447020452653874,1.48194329316471,2.36833688877114,1,0
67,3,0.309067969553171,3.28259373472182,1.98511178276459,0.983500789726302,2.46166985540586,0,1
67,4,0.106376206257611,2.89103124516236,0.590700483309733,1.11134482368691,2.3132960413886,0,1
68,1,0.250446830942734,2.70808707329391,0.373684804430444,0.488947815943938,2.02171579429076,1,0
68,2,0.426372959575392,2.52003119713182,1.2300316728337,0.455655564121926,1.5901990993432,1,0
68,3,0.127590475916059,2.2873937084725,0.929159357105226,0.721696856710964,1.63247439567407,0,1
68,4,0.028561407468487,2.53745457598872,0.370331045729754,0.902131112277193,2.00949845926836,0,1
69,1,0.429051581223476,2.87447100154852,2.06371425739842,0.771469878691198,1.81432295609124,1,0
69,2,0.0274243822423762,2.33926079810152,0.0602104326151076,0.231322401662488,1.82178374124208,1,0
69,3,0.00988463373469419,2.79778945018472,0.406090232626196,1.44674605812155,2.29062411393021,0,1
69,4,0.29295545939576,2.87099353523811,1.20552835668786,0.820606953567625,2.01067460251533,0,1
70,1,0.295677844352978,2.55440025086923,0.601521948838093,0.247834608669137,1.82744359790186,1,0
70,2,0.44150073629857,2.71235008442312,1.940069201671,0.32711762721469,1.77571756954762,1,0
70,3,0.0687163220251548,2.7989253038727,1.40343255381246,1.18797120323758,2.20960424552883,0,1
70,4,0.0252219316565779,3.40231978171931,0.0578507042481702,2.88614912498486,2.87286556919774,0,1
71,1,0.107067991681408,2.40364365382944,0.58599161230581,0.447831638138293,1.78987799663802,1,0
71,2,0.0797220910862637,2.27054676203384,0.00483176592536138,0.287902029979113,1.69048660688284,1,0
71,3,0.351243985547803,2.47383455166218,1.24072906757593,0.857005905130621,1.64890460671084,0,1
71,4,0.258973172120248,2.36857842202588,0.944225289376759,0.272773064564488,1.6639393543951,0,1
72,1,0.0975822676485011,3.25991629884448,0.294481786351775,1.16256526522146,2.67965736717464,1,0
72,2,0.186397266909888,3.02588670940853,1.19921192196747,0.466534226807171,2.34634064641944,1,0
72,3,0.225638664206213,2.13748080501348,0.286765201435186,0.187570257333689,1.41120482487072,0,1
72,4,0.0819219886287763,2.48413986552986,0.294231849492569,0.444030506514711,1.92036923752972,0,1
